V1	V2
GB53479	GO:0000978;GO:0000980;GO:0001078;GO:0001709;GO:0001964;GO:0002121;GO:0003677;GO:0003682;GO:0005515;GO:0005634;GO:0005700;GO:0006351;GO:0007298;GO:0007422;GO:0007426;GO:0007476;GO:0008360;GO:0016476;GO:0017053;GO:0030707;GO:0031208;GO:0031987;GO:0035001;GO:0035147;GO:0035151;GO:0040003;GO:0042675;GO:0042682;GO:0042803;GO:0043388;GO:0045467;GO:0045892;GO:0045944;GO:0046843;GO:0046872;GO:0048053;GO:0048626;GO:0048666;GO:0048750;GO:0048813;GO:0048854;GO:0060446;GO:1990841;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0007548;GO:0046660;GO:0048070;GO:0048071;GO:0048085;GO:0048086;GO:0048092;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0005700;GO:0005701;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0019233;GO:0061040;GO:2000736;GO:0003677;GO:0005634;GO:0006357;GO:0003674;GO:0003676;GO:0005575;GO:0008150;GO:0000228;GO:0003682;GO:0005634;GO:0005737;GO:0006357;GO:0007143;GO:0007276;GO:0035041;GO:0043565;GO:0046872;GO:1902275;GO:1902275
GB53478	GO:0000978;GO:0000980;GO:0001078;GO:0001709;GO:0001964;GO:0002121;GO:0003677;GO:0003682;GO:0005515;GO:0005634;GO:0005700;GO:0006351;GO:0007298;GO:0007422;GO:0007426;GO:0007476;GO:0008360;GO:0016476;GO:0017053;GO:0030707;GO:0031208;GO:0031987;GO:0035001;GO:0035147;GO:0035151;GO:0040003;GO:0042675;GO:0042682;GO:0042803;GO:0043388;GO:0045467;GO:0045892;GO:0045944;GO:0046843;GO:0046872;GO:0048053;GO:0048626;GO:0048666;GO:0048750;GO:0048813;GO:0048854;GO:0060446;GO:1990841;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0007548;GO:0046660;GO:0048070;GO:0048071;GO:0048085;GO:0048086;GO:0048092;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0005700;GO:0005701;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0019233;GO:0061040;GO:2000736;GO:0003677;GO:0005634;GO:0006357;GO:0003674;GO:0003676;GO:0005575;GO:0008150;GO:0000228;GO:0003682;GO:0005634;GO:0005737;GO:0006357;GO:0007143;GO:0007276;GO:0035041;GO:0043565;GO:0046872;GO:1902275;GO:1902275
GB41359	GO:0003735;GO:0005763;GO:0006412;GO:0019233;GO:0032543;GO:0032543
GB41358	GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0005811;GO:0005853;GO:0006414;GO:0022008;GO:0022008
GB49164	GO:0000151;GO:0005737;GO:0005829;GO:0008270;GO:0016567;GO:0016874;GO:0034126;GO:0043066;GO:0045880;GO:0051865;GO:0061630;GO:0070936;GO:0071596;GO:0071596
GB49165	GO:0006890;GO:0016021;GO:0019233;GO:0019233
GB49160	GO:0002807;GO:0005622;GO:0006810;GO:0005622;GO:0006810;GO:0006810
GB49161	GO:0005634;GO:0005829;GO:0006412;GO:0006412
GB41352	GO:0005221;GO:0005249;GO:0005622;GO:0005887;GO:0006812;GO:0017071;GO:0019935;GO:0042391;GO:0055085;GO:0001666;GO:0005221;GO:0005222;GO:0005223;GO:0005249;GO:0005622;GO:0005887;GO:0006812;GO:0017071;GO:0019934;GO:0030553;GO:0042391;GO:0055085;GO:0005221;GO:0005249;GO:0005622;GO:0005887;GO:0006812;GO:0017071;GO:0019935;GO:0042391;GO:0055085;GO:0055085
GB41356	GO:0005221;GO:0005249;GO:0005622;GO:0005887;GO:0006812;GO:0017071;GO:0019935;GO:0042391;GO:0055085;GO:0001666;GO:0005221;GO:0005222;GO:0005223;GO:0005249;GO:0005622;GO:0005887;GO:0006812;GO:0017071;GO:0019934;GO:0030553;GO:0042391;GO:0055085;GO:0005221;GO:0005249;GO:0005622;GO:0005887;GO:0006812;GO:0017071;GO:0019935;GO:0042391;GO:0055085;GO:0055085
GB52877	GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB52879	GO:0003700;GO:0004989;GO:0004993;GO:0005887;GO:0006355;GO:0007186;GO:0007189;GO:0007210;GO:0008227;GO:0009566;GO:0010579;GO:0016021;GO:0030728;GO:0043565;GO:0045887;GO:0004935;GO:0004989;GO:0004993;GO:0005887;GO:0007186;GO:0007188;GO:0007189;GO:0007210;GO:0008227;GO:0010579;GO:0016021;GO:0045886;GO:0051482;GO:0004989;GO:0004993;GO:0005887;GO:0007186;GO:0007189;GO:0007210;GO:0008227;GO:0010579;GO:0016021;GO:0016021
GB53737	GO:0003676;GO:0005634;GO:0006979;GO:0008270;GO:0009408;GO:0045471;GO:0048149;GO:0071567;GO:0071567
GB49295	GO:0000977;GO:0003700;GO:0003707;GO:0004879;GO:0005634;GO:0006351;GO:0006909;GO:0008270;GO:0010906;GO:0042335;GO:0043401;GO:0045944;GO:0048082;GO:0048082
GB49296	GO:0019233;GO:0019233
GB49298	GO:0004872;GO:0005886;GO:0005887;GO:0005925;GO:0007155;GO:0007157;GO:0007160;GO:0007229;GO:0007298;GO:0007411;GO:0007414;GO:0007419;GO:0007426;GO:0007427;GO:0007431;GO:0007435;GO:0007475;GO:0007476;GO:0007494;GO:0007608;GO:0008305;GO:0008360;GO:0009925;GO:0016203;GO:0016324;GO:0016328;GO:0016337;GO:0016477;GO:0021551;GO:0030239;GO:0033627;GO:0034446;GO:0035099;GO:0035160;GO:0042383;GO:0045185;GO:0045214;GO:0046982;GO:0050839;GO:0050840;GO:0051492;GO:1990430;GO:0004872;GO:0005887;GO:0005925;GO:0007015;GO:0007155;GO:0007157;GO:0007160;GO:0007229;GO:0007411;GO:0007414;GO:0007424;GO:0007426;GO:0007427;GO:0007431;GO:0007432;GO:0007435;GO:0007475;GO:0007476;GO:0007494;GO:0007608;GO:0008305;GO:0009925;GO:0016203;GO:0016324;GO:0016328;GO:0016337;GO:0016477;GO:0030154;GO:0033627;GO:0034446;GO:0035160;GO:0046982;GO:0048567;GO:0050839;GO:0050840;GO:0050840
GB49299	GO:0005525;GO:0005575;GO:0005622;GO:0007264;GO:0008150;GO:0008150
GB44360	GO:0016021;GO:0016021
GB44340	GO:0000780;GO:0000794;GO:0000940;GO:0005515;GO:0005634;GO:0005730;GO:0006099;GO:0006464;GO:0006606;GO:0006909;GO:0007052;GO:0010906;GO:0016925;GO:0016926;GO:0021952;GO:0030496;GO:0031386;GO:0034126;GO:0035073;GO:0035186;GO:0043406;GO:0046579;GO:0046843;GO:0055088;GO:0060997;GO:0071560;GO:1903078;GO:1903078
GB46820	GO:0003677;GO:0005634;GO:0005637;GO:0005783;GO:0006641;GO:0016021;GO:0032933;GO:0046513;GO:0046889;GO:0050291;GO:0050995;GO:0050995
GB49837	GO:0000045;GO:0000422;GO:0005829;GO:0006497;GO:0019898;GO:0032266;GO:0034045;GO:0034497;GO:0044804;GO:0080025;GO:0080025
GB50928	GO:0003735;GO:0005739;GO:0005762;GO:0006412;GO:0032543;GO:0032543
GB49831	GO:0000453;GO:0001510;GO:0005739;GO:0008650;GO:0008650
GB50924	GO:0003674;GO:0005886;GO:0008150;GO:0008150
GB50925	GO:0005623;GO:0009055;GO:0015035;GO:0045454;GO:0050220;GO:0050220
GB50927	GO:0005543;GO:0005737;GO:0016301;GO:0019904;GO:0034315;GO:0043025;GO:0045055;GO:0048639;GO:0071329;GO:0071329
GB50920	GO:0003674;GO:0005575;GO:0008150;GO:0003735;GO:0005739;GO:0005762;GO:0006412;GO:0032543;GO:0032543
GB50921	GO:0003677;GO:0004003;GO:0005524;GO:0005634;GO:0006270;GO:0007131;GO:0008094;GO:0016887;GO:0046872;GO:0051301;GO:0051301
GB50923	GO:0000706;GO:0000723;GO:0000781;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0006348;GO:0006468;GO:0007093;GO:0007095;GO:0007275;GO:0010212;GO:0016233;GO:0016310;GO:0030717;GO:0031000;GO:0034351;GO:0035173;GO:0045494;GO:0045824;GO:0051276;GO:0090399;GO:1901215;GO:1990164;GO:1990164
GB42112	GO:0003700;GO:0006355;GO:0042803;GO:0043565;GO:0043565
GB42110	GO:0004672;GO:0005515;GO:0005737;GO:0005886;GO:0006468;GO:0007274;GO:0010906;GO:0032780;GO:0042391;GO:0042594;GO:0043271;GO:0050804;GO:0050804
GB47199	GO:0000287;GO:0004477;GO:0004487;GO:0004488;GO:0005739;GO:0005975;GO:0006730;GO:0009256;GO:0009396;GO:0042301;GO:0046653;GO:0055114;GO:0000105;GO:0004329;GO:0004477;GO:0004488;GO:0005524;GO:0005737;GO:0005811;GO:0005829;GO:0006164;GO:0006730;GO:0008652;GO:0009086;GO:0009113;GO:0009257;GO:0035999;GO:0055114;GO:0005576;GO:0005829;GO:0016616;GO:0016618;GO:0030267;GO:0051287;GO:0055114;GO:0004617;GO:0005829;GO:0016618;GO:0030267;GO:0051287;GO:0055114;GO:0005829;GO:0016618;GO:0030267;GO:0051287;GO:0055114;GO:0005829;GO:0016618;GO:0030267;GO:0051287;GO:0055114;GO:0055114
GB47195	GO:0003674;GO:0004519;GO:0005575;GO:0008150;GO:0003674;GO:0004519;GO:0005575;GO:0008150;GO:0008150
GB47194	GO:0003676;GO:0003700;GO:0005634;GO:0006351;GO:0007476;GO:0046872;GO:0046983;GO:0000790;GO:0003677;GO:0005515;GO:0005634;GO:0008270;GO:0043035;GO:0000987;GO:0005634;GO:0006357;GO:0006366;GO:0007143;GO:0007279;GO:0007343;GO:0007349;GO:0008270;GO:0045143;GO:0045944;GO:0000785;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0005700;GO:0006351;GO:0016569;GO:0031936;GO:0035075;GO:0043035;GO:0043565;GO:0045892;GO:0046872;GO:0000792;GO:0003676;GO:0005634;GO:0006357;GO:0007155;GO:0007476;GO:0030178;GO:0031935;GO:0045892;GO:0045931;GO:0046331;GO:0046872;GO:0070868;GO:0003676;GO:0005634;GO:0005737;GO:0005876;GO:0008270;GO:0003676;GO:0003712;GO:0005634;GO:0006357;GO:0008270;GO:0003735;GO:0005739;GO:0005762;GO:0032543;GO:0003676;GO:0046872;GO:0003676;GO:0005634;GO:0008270;GO:0003676;GO:0005634;GO:0008270;GO:0046872;GO:0003677;GO:0005634;GO:0008270;GO:0003676;GO:0046872;GO:0003676;GO:0005634;GO:0008270;GO:0003676;GO:0005634;GO:0008270;GO:0003676;GO:0005634;GO:0008270;GO:0003676;GO:0005634;GO:0008270;GO:0003676;GO:0046872;GO:0051726;GO:0003676;GO:0005634;GO:0008270;GO:0003676;GO:0046872;GO:0003677;GO:0005634;GO:0008270;GO:0003676;GO:0046872;GO:0003676;GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007552;GO:0010977;GO:0035075;GO:0045316;GO:0046872;GO:0046872
GB47190	GO:0001518;GO:0005248;GO:0005886;GO:0006814;GO:0007608;GO:0019228;GO:0022843;GO:0030431;GO:0035725;GO:0042048;GO:0086010;GO:0086010
GB47193	GO:0000139;GO:0004394;GO:0007165;GO:0007424;GO:0016021;GO:0016021
GB47192	GO:0000176;GO:0000177;GO:0000178;GO:0005730;GO:0005737;GO:0010468;GO:0016075;GO:0016787;GO:0031125;GO:0034427;GO:0034475;GO:0071028;GO:0071051;GO:0071051
GB50694	GO:0004842;GO:0016567;GO:0019005;GO:0031146;GO:0034976;GO:0034976
GB50695	GO:0000381;GO:0000398;GO:0002121;GO:0003723;GO:0004004;GO:0005524;GO:0005681;GO:0005737;GO:0007476;GO:0019233;GO:0003723;GO:0004004;GO:0004386;GO:0005524;GO:0005730;GO:0005737;GO:0006396;GO:0022008;GO:0044822;GO:0000398;GO:0003723;GO:0003724;GO:0004004;GO:0005524;GO:0005681;GO:0005737;GO:0016779;GO:0022008;GO:0044822;GO:0071011;GO:0071013;GO:1900745;GO:0000398;GO:0003723;GO:0004004;GO:0005524;GO:0005681;GO:0005737;GO:0016779;GO:0019233;GO:0022008;GO:0044822;GO:0071011;GO:0071013;GO:0000381;GO:0000398;GO:0003676;GO:0003723;GO:0004004;GO:0005524;GO:0005634;GO:0005681;GO:0005737;GO:0006325;GO:0007286;GO:0007419;GO:0022008;GO:0044822;GO:0048477;GO:0071011;GO:0071013;GO:0071013
GB50690	GO:0003774;GO:0003779;GO:0005516;GO:0005524;GO:0006886;GO:0007291;GO:0008595;GO:0016028;GO:0016459;GO:0030048;GO:0030898;GO:0030899;GO:0031475;GO:0032027;GO:0042052;GO:0042623;GO:0043025;GO:0045856;GO:0047497;GO:0048477;GO:0051015;GO:0051015
GB50699	GO:0005634;GO:0006334;GO:0004672;GO:0004674;GO:0004697;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005856;GO:0006351;GO:0006355;GO:0006468;GO:0007049;GO:0007155;GO:0007391;GO:0007472;GO:0016020;GO:0018105;GO:0030027;GO:0030054;GO:0030496;GO:0031532;GO:0032154;GO:0035556;GO:0046777;GO:0051301;GO:0090303;GO:0090303
GB42422	GO:0001508;GO:0005471;GO:0005739;GO:0005743;GO:0005811;GO:0006839;GO:0007268;GO:0007629;GO:0008340;GO:0009612;GO:0010507;GO:0015866;GO:0015867;GO:0016021;GO:0034599;GO:0040011;GO:0045202;GO:0046716;GO:0046902;GO:0048477;GO:0048489;GO:0051124;GO:0051480;GO:0051560;GO:0051900;GO:0055085;GO:0070050;GO:2001171;GO:0005471;GO:0005743;GO:0005811;GO:0015866;GO:0015867;GO:0016021;GO:0046902;GO:0055085;GO:0003779;GO:0005925;GO:0007155;GO:0007475;GO:0016203;GO:0031532;GO:0031532
GB52208	GO:0007021;GO:0007023;GO:0048487;GO:0007021;GO:0007023;GO:0048487;GO:0048487
GB42420	GO:0003774;GO:0016459;GO:0016459
GB44078	GO:0003700;GO:0003714;GO:0005634;GO:0007411;GO:0007517;GO:0008270;GO:0008407;GO:0010906;GO:0045892;GO:0048813;GO:0048813
GB44077	GO:0002181;GO:0003735;GO:0005634;GO:0005829;GO:0005875;GO:0006412;GO:0006464;GO:0006511;GO:0007219;GO:0016567;GO:0022625;GO:0031386;GO:0002181;GO:0003735;GO:0005634;GO:0005829;GO:0005840;GO:0005875;GO:0006412;GO:0007219;GO:0016567;GO:0022627;GO:0031386;GO:0046872;GO:0005634;GO:0005829;GO:0005875;GO:0006909;GO:0006914;GO:0007141;GO:0007219;GO:0010992;GO:0016567;GO:0031386;GO:0035096;GO:0048515;GO:0005737;GO:0005875;GO:0008340;GO:0016567;GO:0031386;GO:2000242;GO:0005634;GO:0008283;GO:0008589;GO:0022008;GO:0030162;GO:0030431;GO:0031386;GO:0031647;GO:0036099;GO:0045116;GO:0048812;GO:0051438;GO:2000736;GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB44072	GO:0004842;GO:0005515;GO:0005622;GO:0007409;GO:0007411;GO:0008270;GO:0016199;GO:0022008;GO:0038007;GO:0043161;GO:0044295;GO:0048749;GO:0048936;GO:0050770;GO:0090325;GO:0090325
GB44071	GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0000139;GO:0005789;GO:0006506;GO:0008565;GO:0016021;GO:0016021
GB44070	GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005886;GO:0005887;GO:0015574;GO:0015771;GO:0016020;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0005351;GO:0005355;GO:0005886;GO:0016021;GO:0022891;GO:0035428;GO:0046323;GO:0046427;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0006909;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0016021;GO:0022857;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005886;GO:0005887;GO:0015574;GO:0015767;GO:0015768;GO:0015770;GO:0015771;GO:0016020;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0022857;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0046323
GB43245	GO:0004115;GO:0005516;GO:0005615;GO:0007165;GO:0019233;GO:0032504;GO:0046058;GO:0046068;GO:0046872;GO:0047555;GO:0048101;GO:0060179;GO:0060179
GB43247	GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0005975;GO:0003824;GO:0005975;GO:0005975
GB43246	GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB43248	GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0004558;GO:0005975;GO:0032450;GO:0003824;GO:0005975;GO:0003824;GO:0005975;GO:0005975
GB44213	GO:0000278;GO:0003779;GO:0005634;GO:0005829;GO:0005884;GO:0005886;GO:0007067;GO:0007301;GO:0007303;GO:0007611;GO:0007616;GO:0008045;GO:0008104;GO:0008302;GO:0008340;GO:0008355;GO:0015629;GO:0030431;GO:0030708;GO:0030725;GO:0035182;GO:0035183;GO:0035204;GO:0035324;GO:0045179;GO:0048149;GO:0048471;GO:0051495;GO:0070938;GO:0070938
GB44211	GO:0004776;GO:0005524;GO:0005811;GO:0006099;GO:0006104;GO:0045244;GO:0048085;GO:0004775;GO:0005524;GO:0005739;GO:0005813;GO:0005875;GO:0006099;GO:0007052;GO:0007291;GO:0009361;GO:0010824;GO:0031463;GO:0043280;GO:0046872;GO:0046872
GB44210	GO:0005886;GO:0005918;GO:0008366;GO:0019991;GO:0021682;GO:0031225;GO:0045197;GO:0060857;GO:0061343;GO:0061343
GB44214	GO:0000278;GO:0003779;GO:0005634;GO:0005829;GO:0005884;GO:0005886;GO:0007067;GO:0007301;GO:0007303;GO:0007611;GO:0007616;GO:0008045;GO:0008104;GO:0008302;GO:0008340;GO:0008355;GO:0015629;GO:0030431;GO:0030708;GO:0030725;GO:0035182;GO:0035183;GO:0035204;GO:0035324;GO:0045179;GO:0048149;GO:0048471;GO:0051495;GO:0070938;GO:0070938
GB53914	GO:0005739;GO:0031305;GO:0033617;GO:0070131;GO:0097034;GO:0097034
GB53915	GO:0000154;GO:0000179;GO:0003712;GO:0003723;GO:0005739;GO:0005759;GO:0006390;GO:0006417;GO:0006417
GB53916	GO:0003743;GO:0005634;GO:0005852;GO:0006413;GO:0006909;GO:0043231;GO:0048812;GO:0051726;GO:0051726
GB53910	GO:0000737;GO:0000738;GO:0003677;GO:0004519;GO:0004520;GO:0005634;GO:0006281;GO:0006302;GO:0008310;GO:0008311;GO:0035312;GO:0046872;GO:0046872
GB53911	GO:0005615;GO:0006030;GO:0008061;GO:0032504;GO:0005615;GO:0006030;GO:0008061;GO:0008362;GO:0035151;GO:0040014;GO:0005576;GO:0006030;GO:0008061;GO:0005615;GO:0006030;GO:0008061;GO:0008362;GO:0010716;GO:0035151;GO:0040003;GO:0040014;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005201;GO:0005576;GO:0006030;GO:0008061;GO:0031012;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0005576;GO:0006030;GO:0008061;GO:0008061
GB53912	GO:0005887;GO:0007197;GO:0007200;GO:0007207;GO:0007213;GO:0007271;GO:0008227;GO:0016021;GO:0016907;GO:0030054;GO:0045202;GO:0045211;GO:0001586;GO:0002121;GO:0004993;GO:0005887;GO:0007198;GO:0007208;GO:0007210;GO:0007268;GO:0007615;GO:0008049;GO:0008227;GO:0016021;GO:0030425;GO:0030594;GO:0045187;GO:0051378;GO:0004935;GO:0004989;GO:0005886;GO:0005887;GO:0007211;GO:0007267;GO:0007608;GO:0008227;GO:0010578;GO:0016021;GO:0071880;GO:1900738;GO:0004952;GO:0004993;GO:0005887;GO:0007192;GO:0007198;GO:0007210;GO:0007212;GO:0007268;GO:0007619;GO:0008227;GO:0016021;GO:0016543;GO:0016545;GO:0016546;GO:0030425;GO:0030594;GO:0051378;GO:0060179;GO:0060180;GO:0001588;GO:0001963;GO:0004930;GO:0004952;GO:0004969;GO:0005887;GO:0007191;GO:0007212;GO:0007612;GO:0007613;GO:0008306;GO:0008355;GO:0008542;GO:0009744;GO:0016021;GO:0035240;GO:0040040;GO:0042594;GO:0043052;GO:0071329;GO:0090328;GO:0098793;GO:0099509;GO:1990834;GO:0000122;GO:0004989;GO:0004993;GO:0005887;GO:0006351;GO:0006874;GO:0006979;GO:0007187;GO:0007188;GO:0007198;GO:0007211;GO:0007268;GO:0007612;GO:0008049;GO:0008227;GO:0010841;GO:0016021;GO:0030425;GO:0030594;GO:0030728;GO:0042594;GO:0051378;GO:0051482;GO:0060278;GO:0060279;GO:0090328;GO:1904068;GO:1905050;GO:0007186;GO:0007213;GO:0007271;GO:0008227;GO:0016021;GO:0016907;GO:0001588;GO:0001963;GO:0005887;GO:0007186;GO:0007191;GO:0007193;GO:0007612;GO:0008226;GO:0008227;GO:0016021;GO:0035240;GO:0060158;GO:0071418;GO:0071928;GO:0001588;GO:0001963;GO:0005887;GO:0007186;GO:0007191;GO:0007211;GO:0007612;GO:0008226;GO:0008227;GO:0016021;GO:0035240;GO:0060158;GO:0071418;GO:0071928;GO:1900738;GO:0004935;GO:0005887;GO:0007186;GO:0007267;GO:0008227;GO:0032795;GO:0071880;GO:0001588;GO:0001591;GO:0001963;GO:0004930;GO:0004952;GO:0005887;GO:0007186;GO:0007212;GO:0007615;GO:0008227;GO:0016021;GO:0035240;GO:0001587;GO:0004993;GO:0005886;GO:0007186;GO:0007210;GO:0007377;GO:0008227;GO:0016021;GO:0030594;GO:2000253;GO:0004969;GO:0004993;GO:0005886;GO:0007186;GO:0007210;GO:0008227;GO:0016021;GO:0001586;GO:0004993;GO:0005887;GO:0007198;GO:0007208;GO:0007210;GO:0007268;GO:0008227;GO:0009649;GO:0016021;GO:0030425;GO:0030594;GO:0051378;GO:0001306;GO:0001588;GO:0001963;GO:0004935;GO:0004952;GO:0005886;GO:0005887;GO:0007186;GO:0007191;GO:0007212;GO:0007267;GO:0007612;GO:0008226;GO:0008227;GO:0016021;GO:0030285;GO:0035240;GO:0042321;GO:0060158;GO:0071880;GO:0099509;GO:1903223;GO:1903351;GO:1990834;GO:1990834
GB53918	GO:0005739;GO:0005743;GO:0006744;GO:0008757;GO:0032259;GO:0043334;GO:0102005;GO:0102005
GB54330	GO:0005737;GO:0006888;GO:0016192;GO:0017112;GO:0019233;GO:0030008;GO:0043547;GO:0043547
GB54332	GO:0001738;GO:0005737;GO:0007560;GO:0042048;GO:0042127;GO:0046331;GO:0046331
GB48172	GO:0007219;GO:0008446;GO:0019673;GO:0042350;GO:0042351;GO:0048477;GO:2000035;GO:2000035
GB48170	GO:0003723;GO:0005096;GO:0006611;GO:0006913;GO:0007165;GO:0022008;GO:0043547;GO:0045132;GO:0048471;GO:0048471
GB48171	GO:0003713;GO:0005634;GO:0005737;GO:0007417;GO:0007424;GO:0030674;GO:0043565;GO:0045944;GO:0048813;GO:0048813
GB48176	GO:0003674;GO:0005654;GO:0008150;GO:0008150
GB48177	GO:0005198;GO:0005737;GO:0005886;GO:0007275;GO:0016600;GO:0005198;GO:0005737;GO:0005829;GO:0005886;GO:0007155;GO:0016600;GO:0035011;GO:0061357;GO:0061357
GB53312	GO:0004370;GO:0005739;GO:0005975;GO:0006071;GO:0006641;GO:0016301;GO:0016773;GO:0046167;GO:0002181;GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0022625;GO:0022626;GO:0022626
GB53310	GO:0004359;GO:0005739;GO:0005759;GO:0006537;GO:0006541;GO:0006543;GO:0007476;GO:0007476
GB53316	GO:0010906;GO:0016021;GO:0016021
GB53314	GO:0004030;GO:0005811;GO:0006081;GO:0016021;GO:0055114;GO:0055114
GB55426	GO:0003674;GO:0005912;GO:0016324;GO:0048749;GO:0070830;GO:0031966;GO:0002227;GO:0005634;GO:0005918;GO:0007298;GO:0045177;GO:0045177
GB55427	GO:0005515;GO:0005739;GO:0005743;GO:0007007;GO:0032979;GO:0043022;GO:0097033;GO:0097034;GO:0097034
GB55420	GO:0004198;GO:0005509;GO:0005737;GO:0006508;GO:0004198;GO:0005509;GO:0005737;GO:0006508;GO:0046330;GO:0046330
GB55847	GO:0000209;GO:0004839;GO:0004842;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006511;GO:0006914;GO:0006974;GO:0008283;GO:0008340;GO:0010906;GO:0016319;GO:0016322;GO:0016567;GO:0019779;GO:0019915;GO:0019941;GO:0030425;GO:0030707;GO:0031987;GO:0035096;GO:0040008;GO:0043067;GO:0046578;GO:0046578
GB46320	GO:0005524;GO:0005634;GO:0032958;GO:0035299;GO:0052746;GO:0052746
GB45731	GO:0003954;GO:0005747;GO:0006120;GO:0008137;GO:0008137
GB45730	GO:0000028;GO:0000228;GO:0002181;GO:0003729;GO:0003735;GO:0005730;GO:0005737;GO:0005840;GO:0006412;GO:0015935;GO:0019843;GO:0022626;GO:0022627;GO:0000028;GO:0002181;GO:0003729;GO:0003735;GO:0005875;GO:0006412;GO:0015935;GO:0019843;GO:0022008;GO:0022627;GO:0022627
GB45737	GO:0003674;GO:0005737;GO:0031929;GO:0031931;GO:0031932;GO:0032956;GO:0045793;GO:0045793
GB45736	GO:0005509;GO:0005525;GO:0006897;GO:0007291;GO:0007474;GO:0008587;GO:0032456;GO:0042670;GO:0045466;GO:0048052;GO:0048477;GO:0071212;GO:1990255;GO:1990255
GB45038	GO:0003882;GO:0006659;GO:0012505;GO:0016021;GO:0022008;GO:0022008
GB45039	GO:0007304;GO:0010906;GO:0010906
