V1	V2
GB55478	GO:0000209;GO:0004842;GO:0005575;GO:0008270;GO:0046872;GO:0000209;GO:0004842;GO:0005575;GO:0008270;GO:0046872;GO:0000209;GO:0004842;GO:0005575;GO:0008270;GO:0046872;GO:0000209;GO:0004842;GO:0005575;GO:0008270;GO:0046872;GO:0046872
GB55528	GO:0000502;GO:0005515;GO:0005838;GO:0008541;GO:0022008;GO:0030234;GO:0043161;GO:0043161
GB45795	GO:0005737;GO:0005886;GO:0007163;GO:0007269;GO:0016080;GO:0016081;GO:0048749;GO:0050839;GO:0072657;GO:0098793;GO:0072657;GO:0072657
GB45794	GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB45798	GO:0006487;GO:0008424;GO:0016021;GO:0018279;GO:0032580;GO:0033578;GO:0036071;GO:0046368;GO:0046872;GO:0046921;GO:0046921
GB41135	GO:0000077;GO:0005634;GO:0005700;GO:0006351;GO:0006355;GO:0007067;GO:0016571;GO:0030261;GO:0034771;GO:0035067;GO:0042799;GO:0051301;GO:0051301
GB48375	GO:0000070;GO:0000792;GO:0003682;GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0007059;GO:0007076;GO:0007126;GO:0008017;GO:0008157;GO:0008574;GO:0030705;GO:0030707;GO:0045448;GO:0048477;GO:0051321;GO:0051726;GO:0051726
GB41137	GO:0005768;GO:0005829;GO:0006886;GO:0008565;GO:0030906;GO:0042147;GO:0042147
GB53613	GO:0005369;GO:0005886;GO:0015183;GO:0015501;GO:0015734;GO:0016021;GO:0005313;GO:0005886;GO:0007268;GO:0008340;GO:0008345;GO:0014853;GO:0015183;GO:0015501;GO:0015810;GO:0015813;GO:0016021;GO:0031594;GO:0043005;GO:0043195;GO:0043195
GB53611	GO:0003674;GO:0005575;GO:0005622;GO:0006886;GO:1990126;GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB41136	GO:0002098;GO:0005737;GO:0006351;GO:0006357;GO:0008023;GO:0008607;GO:0009047;GO:0016246;GO:0033588;GO:0033588
GB53617	GO:0003674;GO:0005741;GO:0008150;GO:0016021;GO:0019867;GO:0019867
GB53616	GO:0005229;GO:0006821;GO:0016021;GO:0046983;GO:0070062;GO:0005229;GO:0005886;GO:0006821;GO:0016021;GO:0046983;GO:0005229;GO:0005247;GO:0006821;GO:0016021;GO:0046983;GO:0050829;GO:0050965;GO:0097603;GO:0097603
GB53615	GO:0016021;GO:0016021
GB53614	GO:0000166;GO:0003729;GO:0005515;GO:0005634;GO:0006397;GO:0007275;GO:0010628;GO:0045879;GO:0046833;GO:0046872;GO:0051028;GO:1900364;GO:1900364
GB48370	GO:0005524;GO:0005743;GO:0006879;GO:0015232;GO:0015886;GO:0016021;GO:0016226;GO:0042626;GO:0055085;GO:0005524;GO:0005743;GO:0005774;GO:0006879;GO:0015086;GO:0015232;GO:0015886;GO:0016021;GO:0042626;GO:0046686;GO:0070574;GO:0070574
GB53619	GO:0005783;GO:0008157;GO:0008157
GB50496	GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB50497	GO:0005507;GO:0005739;GO:0006412;GO:0008168;GO:0008535;GO:0009060;GO:0009060
GB54700	GO:0002052;GO:0003676;GO:0005509;GO:0005515;GO:0005737;GO:0005886;GO:0007269;GO:0008021;GO:0008104;GO:0042734;GO:0045179;GO:0045746;GO:0045860;GO:0048488;GO:0051124;GO:0051124
GB54701	GO:0000776;GO:0005813;GO:0007098;GO:0007405;GO:0030674;GO:0032154;GO:0045201;GO:0050821;GO:0051087;GO:0051297;GO:0051297
GB54702	GO:0003676;GO:0006139;GO:0006139
GB50142	GO:1901739;GO:1901739
GB50146	GO:0005829;GO:0006508;GO:0046872;GO:0070006;GO:0022008;GO:0046872;GO:0070006;GO:0070006
GB50145	GO:0003674;GO:0005575;GO:0008150;GO:0043130;GO:0043130
GB41139	GO:0003954;GO:0005747;GO:0006120;GO:0008137;GO:0008137
GB48379	GO:0003723;GO:0005845;GO:0032259;GO:0046331;GO:0046331
GB40018	GO:0000278;GO:0000387;GO:0000398;GO:0003723;GO:0005681;GO:0005682;GO:0005685;GO:0005686;GO:0007067;GO:0022008;GO:0030532;GO:0044822;GO:0046540;GO:0071011;GO:0071013;GO:0071013
GB51968	GO:0000139;GO:0000301;GO:0005801;GO:0006886;GO:0006888;GO:0006890;GO:0006891;GO:0007030;GO:0007112;GO:0008565;GO:0016020;GO:0017119;GO:0022008;GO:0033227;GO:0033227
GB51967	GO:0001736;GO:0001737;GO:0005737;GO:0042067;GO:0042067
GB51966	GO:0022008;GO:0022008
GB51965	GO:0022008;GO:0022008
GB51964	GO:0004842;GO:0016059;GO:0016567;GO:0019005;GO:0031146;GO:0031146
GB51963	GO:0004526;GO:0005739;GO:0008168;GO:0030678;GO:0046034;GO:0070584;GO:0090646;GO:0090646
GB51962	GO:0000122;GO:0005524;GO:0005634;GO:0005654;GO:0005875;GO:0007298;GO:0007350;GO:0007379;GO:0007411;GO:0007476;GO:0007614;GO:0008094;GO:0008340;GO:0008582;GO:0016322;GO:0019730;GO:0030431;GO:0040011;GO:0043044;GO:0045892;GO:0046622;GO:1902685;GO:1902685
GB52737	GO:0005622;GO:0005770;GO:0006623;GO:0006727;GO:0006886;GO:0006897;GO:0007041;GO:0007220;GO:0008270;GO:0008340;GO:0009267;GO:0016192;GO:0030897;GO:0033227;GO:0033263;GO:0035542;GO:0042144;GO:0045746;GO:0046907;GO:0051020;GO:0097352;GO:0005829;GO:0005986;GO:0006000;GO:0006001;GO:0006002;GO:0006094;GO:0030388;GO:0042132;GO:0042132
GB46170	GO:0005829;GO:0005829
GB49651	GO:0000145;GO:0000149;GO:0005737;GO:0005915;GO:0006887;GO:0007009;GO:0007269;GO:0007298;GO:0016020;GO:0016028;GO:0016080;GO:0016081;GO:0016192;GO:0030707;GO:0032456;GO:0043001;GO:0045313;GO:0051601;GO:0072659;GO:0072697;GO:0098793;GO:0098793
GB49652	GO:0000398;GO:0000974;GO:0000981;GO:0001135;GO:0003677;GO:0003723;GO:0005634;GO:0005681;GO:0006357;GO:0030154;GO:0043565;GO:0044212;GO:0044822;GO:0051298;GO:0051301;GO:0071011;GO:0071013;GO:0071013
GB46173	GO:0003341;GO:0008574;GO:0036157;GO:0036158;GO:0045503;GO:0045504;GO:0045504
GB49306	GO:0000275;GO:0005739;GO:0005811;GO:0006909;GO:0015986;GO:0015992;GO:0046933;GO:0046933
GB49307	GO:0001054;GO:0001056;GO:0003899;GO:0005666;GO:0005736;GO:0005875;GO:0006351;GO:0006360;GO:0006383;GO:0046983;GO:0046983
GB49305	GO:0001555;GO:0004129;GO:0005789;GO:0006887;GO:0007029;GO:0007296;GO:0008407;GO:0016021;GO:0022416;GO:0022904;GO:0051686;GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB49658	GO:0003723;GO:0006400;GO:0008033;GO:0008251;GO:0046872;GO:0046872
GB49659	GO:0003723;GO:0006400;GO:0008033;GO:0008251;GO:0046872;GO:0046872
GB49308	GO:0005886;GO:0015036;GO:0055114;GO:1900426;GO:0016021;GO:0016021
GB47227	GO:0000228;GO:0002181;GO:0003735;GO:0005730;GO:0005737;GO:0005840;GO:0006412;GO:0022625;GO:0022625
GB47226	GO:0005521;GO:0016021;GO:0030473;GO:0031965;GO:0051015;GO:0051015
GB47224	GO:0000122;GO:0003677;GO:0003707;GO:0004879;GO:0004887;GO:0005634;GO:0006351;GO:0007275;GO:0007553;GO:0007591;GO:0008270;GO:0010468;GO:0010906;GO:0018990;GO:0019730;GO:0020037;GO:0035075;GO:0043401;GO:0043565;GO:0048477;GO:0048477
GB47551	GO:0005078;GO:0005078
GB47553	GO:0000062;GO:0002009;GO:0003995;GO:0005759;GO:0005811;GO:0006119;GO:0007424;GO:0007443;GO:0008258;GO:0009055;GO:0016491;GO:0017133;GO:0033539;GO:0048567;GO:0050660;GO:0052890;GO:0055088;GO:0055088
GB47552	GO:0003735;GO:0005739;GO:0005762;GO:0006412;GO:0019233;GO:0032543;GO:0032543
GB43429	GO:0000387;GO:0005634;GO:0005829;GO:0005856;GO:0005886;GO:0006821;GO:0006884;GO:0034709;GO:0034715;GO:0034715
GB43427	GO:0005515;GO:0005783;GO:0030425;GO:0030534;GO:0035256;GO:0040012;GO:0045471;GO:0045938;GO:0048149;GO:0048149
GB43421	GO:0005829;GO:0007275;GO:0009966;GO:0016020;GO:0016020
GB41688	GO:0005515;GO:0005634;GO:0005737;GO:0007095;GO:0010906;GO:0016322;GO:0016567;GO:0019005;GO:0030163;GO:0031625;GO:0032007;GO:0042787;GO:0043066;GO:0046627;GO:0061630;GO:0007281;GO:0007295;GO:0008582;GO:0016567;GO:0022008;GO:0030514;GO:0031462;GO:0031625;GO:0042787;GO:0048140;GO:0048471;GO:0061630;GO:0061630
GB41686	GO:0005742;GO:0006626;GO:0015266;GO:0015450;GO:0030150;GO:0031307;GO:0045040;GO:0045040
GB41684	GO:0000281;GO:0004672;GO:0004674;GO:0004693;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0006468
GB41681	GO:0000137;GO:0000902;GO:0002064;GO:0005086;GO:0005801;GO:0005802;GO:0006909;GO:0007030;GO:0007431;GO:0009306;GO:0017137;GO:0019233;GO:0032012;GO:0032940;GO:0035149;GO:0035158;GO:0043087;GO:0043087
GB41680	GO:0003700;GO:0003713;GO:0004402;GO:0005634;GO:0006355;GO:0008134;GO:0008270;GO:0009996;GO:0010484;GO:0010485;GO:0010906;GO:0016360;GO:0016458;GO:0016573;GO:0022416;GO:0043966;GO:0045892;GO:0045893;GO:0045944;GO:0046529;GO:0048190;GO:0048666;GO:0048813;GO:0000786;GO:0003677;GO:0004402;GO:0006334;GO:0006355;GO:0007405;GO:0008270;GO:0016319;GO:0016573;GO:0033563;GO:0036099;GO:0043966;GO:0043994;GO:0046425;GO:0051726;GO:0070776;GO:2000737;GO:2000737
GB42775	GO:0005737;GO:0008150;GO:0016021;GO:0031625;GO:0061630;GO:0080132;GO:0000209;GO:0005634;GO:0005737;GO:0006301;GO:0031624;GO:0031625;GO:0035370;GO:0061057;GO:0061630;GO:0061631;GO:0070534;GO:0070534
GB46795	GO:0004222;GO:0004867;GO:0005201;GO:0005604;GO:0007275;GO:0008270;GO:0030198;GO:0004222;GO:0005578;GO:0006508;GO:0008270;GO:0042059;GO:0004867;GO:0019233;GO:0019233
GB46790	GO:0006810;GO:0016021;GO:0016021
GB46792	GO:0003938;GO:0005737;GO:0006164;GO:0006177;GO:0006183;GO:0006909;GO:0007411;GO:0046872;GO:0048477;GO:0055114;GO:0055114
GB46793	GO:0003723;GO:0003746;GO:0004364;GO:0004818;GO:0005634;GO:0005737;GO:0005739;GO:0005875;GO:0006424;GO:0006749;GO:0070127;GO:0070127
GB42084	GO:0004930;GO:0005886;GO:0007166;GO:0007186;GO:0008340;GO:0016021;GO:0042594;GO:0042594
GB42085	GO:0003007;GO:0004930;GO:0005886;GO:0007166;GO:0007186;GO:0008340;GO:0016021;GO:0042594;GO:0042594
GB42086	GO:0000703;GO:0004844;GO:0031981;GO:0004131;GO:0006400;GO:0008270;GO:0052717;GO:0052718;GO:0102480;GO:0102480
GB42087	GO:0000703;GO:0004844;GO:0031981;GO:0004131;GO:0006400;GO:0008270;GO:0052717;GO:0052718;GO:0102480;GO:0102480
GB42082	GO:0004872;GO:0005783;GO:0005811;GO:0009058;GO:0009986;GO:0012505;GO:0016020;GO:0016021;GO:0016788;GO:0016844;GO:0005783;GO:0009058;GO:0016020;GO:0016788;GO:0016844;GO:0016844
GB42088	GO:0016021;GO:0016021;GO:0002181;GO:0003735;GO:0005840;GO:0006412;GO:0008270;GO:0022008;GO:0022627;GO:0048666;GO:0048666
GB42089	GO:0016021;GO:0016021;GO:0002181;GO:0003735;GO:0005840;GO:0006412;GO:0008270;GO:0022008;GO:0022627;GO:0048666;GO:0048666
GB40028	GO:0000228;GO:0000400;GO:0000403;GO:0000404;GO:0000406;GO:0000710;GO:0003677;GO:0003684;GO:0005524;GO:0005634;GO:0006298;GO:0006301;GO:0006302;GO:0006311;GO:0007131;GO:0008094;GO:0010165;GO:0010224;GO:0031573;GO:0032137;GO:0032138;GO:0032301;GO:0032302;GO:0036297;GO:0042771;GO:0043570;GO:0045128;GO:0045128
GB40798	GO:0000166;GO:0000381;GO:0001178;GO:0003729;GO:0005634;GO:0010468;GO:0031440;GO:0048025;GO:0000166;GO:0000381;GO:0000398;GO:0001178;GO:0003723;GO:0003729;GO:0005515;GO:0005634;GO:0008270;GO:0008380;GO:0010468;GO:0031440;GO:0071011;GO:0071013;GO:0000166;GO:0000381;GO:0000398;GO:0001178;GO:0003729;GO:0008380;GO:0010468;GO:0031440;GO:0071011;GO:0000166;GO:0000381;GO:0001178;GO:0003729;GO:0005515;GO:0005634;GO:0008380;GO:0010468;GO:0031440;GO:0035327;GO:0045292;GO:0045292
GB40797	GO:0003841;GO:0008152;GO:0016021;GO:0016746;GO:0003841;GO:0008152;GO:0012505;GO:0016021;GO:0016746;GO:0016746
GB40794	GO:0000149;GO:0001786;GO:0005544;GO:0007269;GO:0008021;GO:0016021;GO:0016079;GO:0016192;GO:0016324;GO:0019905;GO:0030276;GO:0031340;GO:0031594;GO:0031982;GO:0045211;GO:0046928;GO:0048167;GO:0048791;GO:0048791
GB40027	GO:0004222;GO:0005578;GO:0007419;GO:0008237;GO:0008270;GO:0008270
GB40020	GO:0003924;GO:0005515;GO:0005525;GO:0005770;GO:0005794;GO:0016192;GO:0031982;GO:0032482;GO:0043025;GO:0045202;GO:0045202
GB50709	GO:0000028;GO:0002181;GO:0003735;GO:0005840;GO:0006412;GO:0022626;GO:0022627;GO:0000028;GO:0002181;GO:0003735;GO:0005840;GO:0006412;GO:0022627;GO:0022627
GB50700	GO:0005509;GO:0005509
GB50701	GO:0005622;GO:0008270;GO:0035556;GO:0035556
GB50704	GO:0005515;GO:0005813;GO:0005814;GO:0007098;GO:0007099;GO:0010457;GO:0051297;GO:0051298;GO:0051298
GB50705	GO:0000278;GO:0000776;GO:0000915;GO:0000922;GO:0000940;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005635;GO:0005737;GO:0005813;GO:0005814;GO:0005819;GO:0005828;GO:0005874;GO:0006468;GO:0006909;GO:0007058;GO:0007067;GO:0007098;GO:0007112;GO:0007140;GO:0007143;GO:0007147;GO:0007344;GO:0007406;GO:0008104;GO:0022008;GO:0030496;GO:0030726;GO:0030954;GO:0034613;GO:0035044;GO:0035046;GO:0035050;GO:0048600;GO:0051257;GO:0051297;GO:0051315;GO:1990023;GO:1990023
GB42339	GO:0005509;GO:0005509;GO:0007268;GO:0007269;GO:0007528;GO:0008048;GO:0016020;GO:0046928;GO:0098793;GO:0005509;GO:0005509;GO:0019233;GO:0048190;GO:0048812;GO:0005509;GO:0007268;GO:0007269;GO:0007528;GO:0008021;GO:0016192;GO:0046928;GO:0005509;GO:0005509
GB42332	GO:0004725;GO:0005575;GO:0006470;GO:0008138;GO:0008138
GB40240	GO:0003012;GO:0005509;GO:0016459;GO:0030016;GO:0030239;GO:0060361;GO:0000281;GO:0001736;GO:0003384;GO:0005509;GO:0005737;GO:0005829;GO:0005886;GO:0005911;GO:0005912;GO:0005938;GO:0007298;GO:0007300;GO:0016324;GO:0016460;GO:0019749;GO:0022008;GO:0030048;GO:0030496;GO:0030707;GO:0031036;GO:0031941;GO:0032036;GO:0032154;GO:0032956;GO:0035148;GO:0035159;GO:0035183;GO:0035191;GO:0035277;GO:0035317;GO:0042060;GO:0045177;GO:0048471;GO:0051233;GO:0060288;GO:0090254;GO:0090254
GB40243	GO:0003674;GO:0005576;GO:0008150;GO:0008150
GB48680	GO:0016021;GO:0016021
GB48682	GO:0003723;GO:0005654;GO:0022008;GO:0044822;GO:0044822
GB48684	GO:0000139;GO:0001941;GO:0004252;GO:0005886;GO:0006508;GO:0008039;GO:0016021;GO:0016485;GO:0097090;GO:0097688;GO:0004252;GO:0005886;GO:0006508;GO:0010906;GO:0016021;GO:0016485;GO:0051048;GO:0002165;GO:0004252;GO:0005576;GO:0005615;GO:0006508;GO:0008233;GO:0016486;GO:0033500;GO:0035180;GO:0035187;GO:0035187
GB48685	GO:0004222;GO:0006508;GO:0016021;GO:0016021
GB48687	GO:0004871;GO:0005576;GO:0005770;GO:0007219;GO:0007399;GO:0007460;GO:0008407;GO:0008587;GO:0016318;GO:0016321;GO:0045468;GO:0046331;GO:0048749;GO:0097305;GO:0003674;GO:0005576;GO:0042742;GO:0003674;GO:0005576;GO:0042742;GO:0003674;GO:0005576;GO:0007498;GO:0042742;GO:0003674;GO:0006909;GO:0016021;GO:0005615;GO:0030297;GO:0043066;GO:0001664;GO:0007186;GO:0008061;GO:0016020;GO:0001664;GO:0007186;GO:0008061;GO:0016020;GO:0001664;GO:0007186;GO:0008061;GO:0016020;GO:0046331;GO:0004867;GO:0005576;GO:0016021;GO:0001664;GO:0007186;GO:0008061;GO:0016020;GO:0001664;GO:0007186;GO:0008061;GO:0016020;GO:0005615;GO:0030297;GO:0043066;GO:0005044;GO:0006909;GO:0006910;GO:0006955;GO:0009986;GO:0010811;GO:0016021;GO:0042742;GO:0042834;GO:0046331;GO:0050766;GO:0050830;GO:0003674;GO:0005886;GO:0006909;GO:0016021;GO:0042742;GO:0042742
GB44792	GO:0003779;GO:0004672;GO:0005524;GO:0006468;GO:0035091;GO:0005635;GO:0005764;GO:0007184;GO:0007293;GO:0007346;GO:0010507;GO:0032008;GO:0034198;GO:0035859;GO:0043234;GO:0044754;GO:0045793;GO:0048477;GO:0051445;GO:0061700;GO:1903432;GO:1903432
GB55282	GO:0005634;GO:0032039;GO:0034472;GO:0003677;GO:0003677
GB55283	GO:0004860;GO:0005737;GO:0006469;GO:0007298;GO:0007482;GO:0007616;GO:0008586;GO:0019221;GO:0030718;GO:0032436;GO:0035556;GO:0042059;GO:0043697;GO:0045677;GO:0045873;GO:0046425;GO:0046426;GO:0048072;GO:0048802;GO:0048802
GB55280	GO:0002213;GO:0004857;GO:0004867;GO:0005576;GO:0005615;GO:0008063;GO:0009611;GO:0009950;GO:0030431;GO:0035006;GO:0035009;GO:0035011;GO:0045861;GO:0048149;GO:0050832;GO:0050832
GB55281	GO:0005096;GO:0005783;GO:0005789;GO:0006888;GO:0016021;GO:0017137;GO:0043087;GO:0043087
GB55679	GO:0005789;GO:0005887;GO:0006886;GO:0006888;GO:0012505;GO:0016021;GO:0070973;GO:0070973
GB55285	GO:0003674;GO:0008150;GO:0016020;GO:0016021;GO:0016021
GB44313	GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0001666;GO:0004416;GO:0005875;GO:0019233;GO:0019243;GO:0019243
GB41045	GO:0005634;GO:0007476;GO:0007476
GB44564	GO:0001530;GO:0005615;GO:0005622;GO:0008039;GO:0015918;GO:0030882;GO:0032367;GO:0032934;GO:0042834;GO:0045456;GO:0055092;GO:0061057;GO:0070891;GO:0005615;GO:0005622;GO:0015918;GO:0032367;GO:0032504;GO:0032934;GO:0045456;GO:0045456
GB44567	GO:0008045;GO:0016021;GO:0016021;GO:0016021;GO:0016021;GO:0016021;GO:0016021;GO:0019233;GO:0016021;GO:0046331;GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB41046	GO:0004842;GO:0005575;GO:0070936;GO:0003674;GO:0005524;GO:0005575;GO:0008150;GO:0016567;GO:0016740;GO:0016740
GB41043	GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005776;GO:0006468;GO:0006914;GO:0016021;GO:2000786;GO:0001558;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0006468;GO:0006897;GO:0006914;GO:0006979;GO:0008088;GO:0009267;GO:0010506;GO:0010508;GO:0010906;GO:0014067;GO:0016236;GO:0032007;GO:0032182;GO:0034599;GO:0035069;GO:0035096;GO:0043005;GO:0045476;GO:0045819;GO:0045850;GO:0046777;GO:0050804;GO:0050808;GO:0051124;GO:0061723;GO:1990316;GO:2000331;GO:2000331
GB48028	GO:0000122;GO:0000977;GO:0003053;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0005667;GO:0005737;GO:0006351;GO:0007622;GO:0007623;GO:0008062;GO:0008134;GO:0009266;GO:0009649;GO:0032922;GO:0043066;GO:0045187;GO:0045475;GO:0045893;GO:0045944;GO:0046982;GO:0048148;GO:0048148
GB48029	GO:0003382;GO:0005476;GO:0005743;GO:0006839;GO:0006844;GO:0006909;GO:0015226;GO:0015879;GO:0016021;GO:0035002;GO:0000064;GO:0000066;GO:0003333;GO:0005743;GO:0006839;GO:0015171;GO:0016021;GO:0005476;GO:0005743;GO:0006839;GO:0006844;GO:0010961;GO:0015095;GO:0015226;GO:0015879;GO:0016021;GO:1903830;GO:1990616;GO:0005743;GO:0006839;GO:0006865;GO:0015171;GO:0015227;GO:0016021;GO:0055085;GO:0055085
GB55864	GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0005783;GO:0006011;GO:0006805;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0005783;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0005783;GO:0006011;GO:0006805;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0002121;GO:0008152;GO:0015020;GO:0016021;GO:0043231;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0003851;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0003851;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0003851;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0019233;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0015020;GO:0043231;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0012505;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0008152;GO:0015020;GO:0016021;GO:0043231;GO:0008152;GO:0008194;GO:0009813;GO:0012505;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0052696
GB45961	GO:0003674;GO:0005575;GO:0008150;GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB45966	GO:0005634;GO:0006351;GO:0006355;GO:0007298;GO:0008230;GO:0016922;GO:0030374;GO:0030522;GO:0032870;GO:0035258;GO:0045927;GO:0045944;GO:0046983;GO:0048675;GO:0060250;GO:0060250
GB45967	GO:0005634;GO:0006351;GO:0006355;GO:0007298;GO:0008230;GO:0016922;GO:0030374;GO:0030522;GO:0032870;GO:0035258;GO:0045927;GO:0045944;GO:0046983;GO:0048675;GO:0060250;GO:0060250
GB51158	GO:0016021;GO:0016021
GB45968	GO:0005201;GO:0005581;GO:0005587;GO:0005604;GO:0007391;GO:0035848;GO:0048621;GO:0055013;GO:0060729;GO:0005201;GO:0005581;GO:0005587;GO:0005604;GO:0005811;GO:0007443;GO:0007519;GO:0061327;GO:0061327
GB45969	GO:0004838;GO:0009058;GO:0009072;GO:0030170;GO:0080130;GO:0080130
GB53136	GO:0003677;GO:0005634;GO:0006334;GO:0033186;GO:0042393;GO:0045747;GO:0045747
GB53134	GO:0005524;GO:0005887;GO:0007275;GO:0008514;GO:0015562;GO:0015711;GO:0016021;GO:0042626;GO:0055085;GO:0001666;GO:0005524;GO:0005887;GO:0006031;GO:0007507;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0008559;GO:0016020;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0005886;GO:0005887;GO:0008559;GO:0016021;GO:0042060;GO:0042626;GO:0055085;GO:0005524;GO:0005886;GO:0005887;GO:0008514;GO:0008559;GO:0009636;GO:0016021;GO:0031427;GO:0042626;GO:0043492;GO:0055085;GO:0097254;GO:0005524;GO:0005887;GO:0008559;GO:0016021;GO:0042626;GO:0046331;GO:0055085;GO:0005524;GO:0005887;GO:0010043;GO:0016021;GO:0042626;GO:0046688;GO:0055085;GO:0005524;GO:0005887;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0008559;GO:0016020;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0005887;GO:0008559;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0005887;GO:0008559;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0005887;GO:0016021;GO:0042626;GO:0055085;GO:0005524;GO:0005887;GO:0016021;GO:0042626;GO:0055085;GO:0001666;GO:0005524;GO:0005887;GO:0006979;GO:0008340;GO:0016021;GO:0034059;GO:0042626;GO:0048190;GO:0055085;GO:0055085
GB53135	GO:0005524;GO:0005886;GO:0005887;GO:0008514;GO:0008559;GO:0009636;GO:0016021;GO:0031427;GO:0042626;GO:0043492;GO:0055085;GO:0097254;GO:0097254
GB53132	GO:0003857;GO:0003988;GO:0004300;GO:0005739;GO:0005811;GO:0005875;GO:0006635;GO:0008340;GO:0016507;GO:0016509;GO:0016747;GO:0019233;GO:0019233
GB53133	GO:0005096;GO:0051056;GO:0090630;GO:0090630
GB53131	GO:0001729;GO:0003951;GO:0005575;GO:0006672;GO:0007280;GO:0046834;GO:0046834
